"name","essround","edition","proddate","idno","cntry","dweight","pspwght","pweight","anweight","nwspol","netusoft","netustm","ppltrst","pplfair","pplhlp","polintr","psppsgva","actrolga","psppipla","cptppola","trstprl","trstlgl","trstplc","trstplt","trstprt","trstep","trstun","vote","prtvtdat","prtvtebe","prtvtchr","prtvtccy","prtvtffi","prtvtffr","prtvgde1","prtvgde2","prtvtegr","prtvthhu","prtvteis","prtvteie","prtvteit","prtvclt1","prtvclt2","prtvclt3","prtvtinl","prtvtcno","prtvtfpl","prtvtept","prtvtbrs","prtvtesk","prtvtgsi","prtvtges","prtvtdse","prtvthch","prtvtdgb","contplt","donprty","badge","sgnptit","pbldmna","bctprd","pstplonl","volunfp","clsprty","prtcleat","prtclebe","prtclbhr","prtclccy","prtclgfi","prtclgfr","prtclgde","prtclegr","prtclihu","prtcleis","prtclfie","prtclfit","prtclclt","prtclhnl","prtclcno","prtcljpl","prtclgpt","prtclbrs","prtclesk","prtclgsi","prtcldse","prtclhch","prtcldgb","prtdgcl","lrscale","stflife","stfeco","stfgov","stfdem","stfedu","stfhlth","gincdif","freehms","hmsfmlsh","hmsacld","euftf","lrnobed","loylead","imsmetn","imdfetn","impcntr","imbgeco","imueclt","imwbcnt","happy","sclmeet","inprdsc","sclact","crmvct","aesfdrk","health","hlthhmp","atchctr","atcherp","rlgblg","rlgdnm","rlgblge","rlgdnme","rlgdgr","rlgatnd","pray","dscrgrp","dscrrce","dscrntn","dscrrlg","dscrlng","dscretn","dscrage","dscrgnd","dscrsex","dscrdsb","dscroth","dscrdk","dscrref","dscrnap","dscrna","ctzcntr","brncntr","cntbrthd","livecnta","lnghom1","lnghom2","feethngr","facntr","fbrncntc","mocntr","mbrncntc","ccnthum","ccrdprs","wrclmch","vteurmmb","vteubcmb","ipcrtiva","impricha","ipeqopta","ipshabta","impsafea","impdiffa","ipfrulea","ipudrsta","ipmodsta","ipgdtima","impfreea","iphlppla","ipsucesa","ipstrgva","ipadvnta","ipbhprpa","iprspota","iplylfra","impenva","imptrada","impfuna","prob","stratum","psu"
"ESS11e02",11,"2.0","20.11.2024",50367,"HR",0.90694356,1.2870828,0.21126653,0.27191752,60,5,60,4,7,5,3,2,1,1,2,2,2,4,1,1,2,3,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,8,,,66,,,,,,,,,,,,,,,,,,,,,6,7,5,2,3,6,6,2,2,3,2,4,5,3,8,3,2,8,4,6,88,7,5,0,3,2,2,2,3,7,7,1,1,6,66,7,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,"BA",1968,"HRV","000",1,2,"BA",2,"BA",3,3,2,1,,5,5,4,4,3,5,3,3,4,4,3,3,3,2,5,1,1,1,2,3,5,0.0013001664,676,9158
"ESS11e02",11,"2.0","20.11.2024",50404,"HR",0.93337303,0.7014579,0.21126653,0.14819458,9999,4,9999,2,6,6,2,2,2,2,2,4,1,6,2,4,6,8,1,,,5,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,1,,,14,,,,,,,,,,,,,,,,,,,,,2,5,7,6,6,6,8,7,2,3,3,5,5,2,5,2,2,2,5,5,6,6,7,2,3,2,2,3,2,7,7,1,1,6,66,7,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"HRV","000",1,1,"6666",1,"6666",3,4,3,1,,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,0.0012633507,673,9143
"ESS11e02",11,"2.0","20.11.2024",50408,"HR",0.9144896,0.79672974,0.21126653,0.16832234,15,5,90,6,6,7,4,2,2,2,2,5,5,9,7,7,5,5,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,1,,,5,,,,,,,,,,,,,,,,,,,,,2,6,9,4,6,5,3,7,1,1,5,4,7,2,2,2,2,2,4,8,8,9,7,1,5,2,1,3,2,10,6,1,1,6,66,5,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"HRV","000",1,1,"6666",1,"6666",4,9,5,1,,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0012894378,695,9230
"ESS11e02",11,"2.0","20.11.2024",50443,"HR",0.916621,1.5845801,0.21126653,0.33476874,30,1,6666,6,7,5,3,1,1,1,1,2,2,3,1,1,3,3,2,,,66,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,66,,,,,,,,,,,,,,,,,,,,,6,5,5,2,1,3,5,1,2,8,8,4,3,3,7,3,2,3,88,6,5,7,6,88,1,2,1,3,2,7,5,1,1,6,66,7,5,77,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"HRV","000",1,1,"6666",1,"6666",3,0,2,1,,4,4,88,4,3,5,88,3,4,5,3,3,4,3,77,3,3,1,3,3,5,0.0012864395,675,9167
"ESS11e02",11,"2.0","20.11.2024",50446,"HR",1.1277862,0.93540514,0.21126653,0.19761981,9999,3,6666,5,5,5,3,2,2,2,2,7,6,5,3,4,7,7,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,1,,,5,,,,,,,,,,,,,,,,,,,,,2,5,6,6,6,6,7,7,2,3,3,5,2,2,4,3,3,3,8,5,5,7,3,2,3,2,3,3,2,8,4,1,1,6,66,8,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"HRV","000",1,1,"6666",1,"6666",5,8,5,1,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,2,2,2,2,0.0010455683,677,8656
"ESS11e02",11,"2.0","20.11.2024",50517,"HR",1.11897,1.5879786,0.21126653,0.33548674,420,5,1200,4,0,2,1,1,1,1,3,0,0,7,4,5,5,6,1,,,77,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,66,,,,,,,,,,,,,,,,,,,,,6,5,8,2,2,1,2,0,2,2,4,2,10,1,5,1,3,3,9,10,9,10,2,3,1,2,2,4,1,10,7,2,66,2,66,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,"BA",1975,"HRV","000",1,2,"RS",1,"6666",4,6,4,1,,2,6,1,1,1,5,6,1,1,2,4,1,1,1,5,1,3,1,1,1,2,0.0010538062,687,8965
"ESS11e02",11,"2.0","20.11.2024",50547,"HR",0.9144896,0.88503623,0.21126653,0.18697853,30,1,6666,2,3,3,4,3,2,1,1,3,1,3,2,3,3,4,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,66,,,,,,,,,,,,,,,,,,,,,6,5,5,3,3,2,3,2,1,3,4,4,5,2,3,2,3,4,3,5,3,6,2,2,2,2,3,3,3,9,6,1,1,6,66,9,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"HRV","000",1,1,"6666",1,"6666",4,2,4,1,,4,5,2,5,4,5,3,2,2,5,5,2,5,4,5,3,5,2,2,2,5,0.0012894378,695,9270
"ESS11e02",11,"2.0","20.11.2024",50633,"HR",1.1413082,1.5419484,0.21126653,0.32576212,120,5,180,5,6,1,2,1,1,1,1,2,3,5,0,2,0,0,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,66,,,,,,,,,,,,,,,,,,,,,6,5,10,3,2,0,3,2,2,2,4,4,5,2,2,2,2,3,10,3,2,10,6,0,2,2,8,3,3,10,6,2,66,2,66,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"HRV","000",1,1,"6666",1,"6666",3,1,5,2,,2,5,2,2,2,2,3,2,5,2,2,2,5,2,5,2,2,2,2,2,5,0.0010331806,718,8913
"ESS11e02",11,"2.0","20.11.2024",50637,"HR",1.1277862,0.9316121,0.21126653,0.19681846,0,5,90,6,5,0,4,1,1,1,1,2,0,5,2,2,4,4,2,,,66,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,66,,,,,,,,,,,,,,,,,,,,,6,5,8,6,5,4,5,3,3,2,4,2,2,2,3,2,2,2,6,5,5,8,6,2,2,2,1,1,3,6,5,2,66,2,66,0,6,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"HRV","000",1,1,"6666",1,"6666",3,4,3,65,,3,3,2,1,3,3,3,2,3,1,1,3,1,1,1,2,1,1,3,3,3,0.0010455683,677,8538
"ESS11e02",11,"2.0","20.11.2024",50651,"HR",0.90222955,0.7860484,0.21126653,0.16606572,30,5,30,7,5,7,2,1,2,1,3,2,2,3,2,2,4,5,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,66,,,,,,,,,,,,,,,,,,,,,6,3,8,5,1,3,4,7,1,2,5,5,4,2,4,2,2,2,6,7,5,8,4,3,2,2,1,2,1,8,7,1,1,6,66,5,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"HRV","000",1,1,"6666",1,"6666",5,4,3,1,,2,5,1,1,1,3,2,2,2,3,2,2,2,2,6,2,2,1,1,2,3,0.0013069595,706,9308
"ESS11e02",11,"2.0","20.11.2024",50732,"HR",1.0929501,0.74330014,0.21126653,0.15703444,30,5,210,6,6,6,2,2,2,2,1,7,7,6,0,0,7,6,2,,,66,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,8,2,2,2,2,1,,,5,,,,,,,,,,,,,,,,,,,,,3,6,6,6,6,7,7,8,2,4,2,5,8,3,3,3,4,3,3,7,5,7,5,3,2,2,2,2,3,10,9,1,1,6,66,8,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,"RS",1993,"HRV","000",1,2,"RS",2,"RS",3,8,4,1,,5,4,2,4,2,4,4,4,3,3,3,3,2,3,5,2,3,3,3,2,2,0.0010788941,698,8846
"ESS11e02",11,"2.0","20.11.2024",50742,"HR",0.93040305,1.6084052,0.21126653,0.3398022,30,1,6666,5,7,5,4,1,2,2,2,0,0,4,3,3,4,3,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,1,,,12,,,,,,,,,,,,,,,,,,,,,3,5,7,6,8,4,6,6,2,4,2,4,6,2,2,3,3,3,5,4,4,9,6,3,2,2,2,1,3,6,6,2,66,2,66,4,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"HRV","000",1,1,"6666",1,"6666",5,8,3,1,,5,6,2,2,3,5,4,2,1,2,3,4,3,1,6,3,4,3,1,3,3,0.0012673835,725,9354
"ESS11e02",11,"2.0","20.11.2024",50749,"HR",0.90694356,1.1303408,0.21126653,0.2388032,30,1,6666,4,3,3,4,1,1,1,1,88,3,6,0,3,3,3,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,1,,,5,,,,,,,,,,,,,,,,,,,,,8,8,2,88,5,5,6,1,1,8,2,8,88,2,2,4,4,4,0,1,2,1,2,0,1,2,2,4,1,6,5,2,66,2,66,0,7,7,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"HRV","000",1,1,"6666",1,"6666",4,5,3,1,,88,4,88,4,3,5,88,3,4,5,4,4,88,2,5,4,3,3,3,4,88,0.0013001664,676,9156
"ESS11e02",11,"2.0","20.11.2024",50811,"HR",0.90222955,0.75227094,0.21126653,0.15892968,60,5,60,3,5,7,4,2,4,2,3,0,2,5,0,0,1,3,2,,,66,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,2,,,66,,,,,,,,,,,,,,,,,,,,,6,3,9,3,1,4,5,7,1,2,5,3,6,2,5,2,2,2,5,10,5,10,7,2,4,2,1,1,3,0,0,2,66,2,66,0,6,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"HRV","000",1,1,"6666",1,"6666",4,9,4,1,,1,5,1,4,1,1,6,2,2,2,1,1,4,1,2,1,4,1,1,5,2,0.0013069595,706,9256
"ESS11e02",11,"2.0","20.11.2024",50812,"HR",1.0932363,0.64076054,0.21126653,0.13537127,10,5,120,7,7,7,4,1,1,2,1,0,3,3,0,0,4,4,3,,,66,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,66,,,,,,,,,,,,,,,,,,,,,6,88,9,2,2,5,7,7,3,1,4,4,88,3,5,4,4,4,0,5,5,8,7,4,3,2,2,1,3,8,8,1,1,6,66,3,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"HRV","000",1,1,"6666",1,"6666",3,0,2,1,,2,4,1,1,1,2,4,2,1,3,2,2,1,2,3,1,2,1,5,3,3,0.0010786117,681,9083
"ESS11e02",11,"2.0","20.11.2024",50826,"HR",0.90222955,0.6617799,0.21126653,0.13981195,60,5,120,6,6,5,3,2,2,1,2,3,4,3,2,2,5,5,2,,,66,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,66,,,,,,,,,,,,,,,,,,,,,6,5,7,2,2,2,5,4,2,2,4,2,5,3,3,2,2,2,5,5,5,8,5,3,3,2,2,2,3,7,6,1,1,6,66,7,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"HRV","000",1,1,"6666",1,"6666",4,8,3,1,,1,6,2,3,5,5,5,2,3,5,2,2,5,5,5,4,3,4,4,3,5,0.0013069595,706,9308
"ESS11e02",11,"2.0","20.11.2024",50848,"HR",0.93337303,0.8131814,0.21126653,0.17179802,120,4,60,5,8,5,2,1,2,1,1,2,3,8,5,1,5,5,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,1,,,5,,,,,,,,,,,,,,,,,,,,,3,5,5,5,5,5,5,5,2,2,4,4,7,2,2,2,2,2,5,3,5,5,5,3,2,2,1,2,3,8,8,2,66,2,66,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"HRV","000",1,1,"6666",1,"6666",3,0,3,1,,2,5,1,2,1,2,3,3,2,2,2,2,2,1,5,2,3,2,3,2,3,0.0012633507,673,9131
"ESS11e02",11,"2.0","20.11.2024",50879,"HR",0.916621,1.2449186,0.21126653,0.26300964,30,5,120,5,7,7,2,2,3,1,3,2,1,5,1,1,1,2,1,,,77,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,2,2,2,1,2,,,66,,,,,,,,,,,,,,,,,,,,,6,5,9,2,4,3,4,6,3,4,2,5,88,2,5,3,4,3,10,0,1,10,6,2,3,2,2,2,3,10,7,1,1,6,66,8,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"HRV","000",1,1,"6666",1,"6666",4,7,3,1,,2,5,2,3,2,3,3,2,1,4,4,2,2,2,2,2,4,2,2,2,4,0.0012864395,675,9152
"ESS11e02",11,"2.0","20.11.2024",50910,"HR",1.1413082,1.656391,0.21126653,0.34994,60,5,720,6,6,6,1,3,3,3,3,2,1,6,3,5,7,7,1,,,6,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,1,2,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,2,5,8,6,3,5,1,2,4,2,4,2,10,3,4,1,1,1,10,8,10,8,6,4,4,2,2,3,3,8,8,2,66,1,1,0,7,7,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,"6666",6666,"HRV","000",1,1,"6666",1,"6666",3,7,4,1,,2,2,2,2,2,2,2,2,4,2,2,2,2,2,3,2,2,2,2,4,2,0.0010331806,718,8910
"ESS11e02",11,"2.0","20.11.2024",50913,"HR",0.9144896,0.79672974,0.21126653,0.16832234,30,5,60,5,3,5,3,3,1,1,1,5,5,5,5,6,7,8,1,,,88,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,66,,,,,,,,,,,,,,,,,,,,,6,5,7,7,8,9,8,7,2,3,4,4,7,2,2,2,2,2,5,5,5,7,7,3,2,2,2,3,3,10,8,1,1,6,66,10,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"HRV","000",1,1,"6666",1,"6666",4,8,3,1,,1,5,2,3,1,3,2,2,1,1,2,2,2,1,2,1,3,1,2,2,2,0.0012894378,695,9270
"ESS11e02",11,"2.0","20.11.2024",51028,"HR",1.1277862,0.93540514,0.21126653,0.19761981,60,2,6666,3,3,3,4,1,1,1,1,5,6,6,4,4,7,7,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,1,,,5,,,,,,,,,,,,,,,,,,,,,2,10,8,2,6,8,8,8,1,2,4,5,8,2,2,3,3,3,5,2,2,8,7,2,2,2,2,2,3,9,8,1,1,6,66,3,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"HRV","000",1,1,"6666",1,"6666",4,5,3,1,,2,4,1,5,1,5,3,1,2,4,1,1,4,1,5,1,4,1,3,2,4,0.0010455683,677,8583
"ESS11e02",11,"2.0","20.11.2024",51054,"HR",1.1277862,0.859696,0.21126653,0.181625,5,5,240,3,5,5,4,1,5,1,3,2,3,7,0,0,3,1,1,,,77,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,66,,,,,,,,,,,,,,,,,,,,,6,6,10,7,3,6,4,6,4,7,4,5,6,3,5,1,1,1,5,5,5,10,7,88,3,2,1,1,3,77,77,1,1,6,66,8,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"HRV","000",1,1,"6666",2,"BA",3,0,1,1,,2,3,1,5,1,5,2,3,3,2,1,2,2,1,5,1,2,2,1,3,4,0.0010455683,677,8726
