"name","essround","edition","proddate","idno","cntry","dweight","pspwght","pweight","anweight","polintr","psppsgva","actrolga","psppipla","cptppola","trstprl","trstlgl","trstplc","trstplt","trstprt","trstep","trstun","vote","prtvtdat","prtvtebe","prtvtchr","prtvtccy","prtvtffi","prtvtffr","prtvgde1","prtvgde2","prtvtegr","prtvthhu","prtvteis","prtvteie","prtvteit","prtvclt1","prtvclt2","prtvclt3","prtvtinl","prtvtcno","prtvtfpl","prtvtept","prtvtbrs","prtvtesk","prtvtgsi","prtvtges","prtvtdse","prtvthch","prtvtdgb","contplt","donprty","badge","sgnptit","pbldmna","bctprd","pstplonl","volunfp","clsprty","prtcleat","prtclebe","prtclbhr","prtclccy","prtclgfi","prtclgfr","prtclgde","prtclegr","prtclihu","prtcleis","prtclfie","prtclfit","prtclclt","prtclhnl","prtclcno","prtcljpl","prtclgpt","prtclbrs","prtclesk","prtclgsi","prtcldse","prtclhch","prtcldgb","prtdgcl","lrscale","stflife","stfeco","stfgov","stfdem","stfedu","stfhlth","gincdif","freehms","hmsfmlsh","hmsacld","euftf","lrnobed","loylead","imsmetn","imdfetn","impcntr","imbgeco","imueclt","imwbcnt","happy","sclmeet","inprdsc","sclact","crmvct","aesfdrk","health","hlthhmp","atchctr","atcherp","rlgblg","rlgdnm","rlgblge","rlgdnme","rlgdgr","rlgatnd","pray","dscrgrp","dscrrce","dscrntn","dscrrlg","dscrlng","dscretn","dscrage","dscrgnd","dscrsex","dscrdsb","dscroth","dscrdk","dscrref","dscrnap","dscrna","ctzcntr","brncntr","cntbrthd","livecnta","lnghom1","lnghom2","feethngr","facntr","fbrncntc","mocntr","mbrncntc","ccnthum","ccrdprs","wrclmch","vteurmmb","vteubcmb","ipcrtiva","impricha","ipeqopta","ipshabta","impsafea","impdiffa","ipfrulea","ipudrsta","ipmodsta","ipgdtima","impfreea","iphlppla","ipsucesa","ipstrgva","ipadvnta","ipbhprpa","iprspota","iplylfra","impenva","imptrada","impfuna","prob","stratum","psu"
"ESS11e02",11,"2.0","20.11.2024",50176,"ES",1.0005656,0.91575444,2.2531533,2.0633352,4,1,1,1,1,88,9,9,0,0,88,88,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,6,8,7,5,3,5,8,8,2,2,1,2,5,2,2,1,1,1,3,4,5,9,7,1,1,2,2,4,1,10,8,1,1,6,66,5,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"GLG","000",1,1,"6666",1,"6666",5,3,2,1,,2,5,1,3,2,5,2,2,2,5,2,2,4,2,5,2,3,2,3,2,5,0.00011539143,312,4363
"ESS11e02",11,"2.0","20.11.2024",50198,"ES",0.99445796,1.2917876,2.2531533,2.9105954,4,3,1,2,1,8,8,9,5,6,5,6,1,,,,,,,,,,,,,,,,,,,,,,,,4,,,,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,2,2,8,6,7,7,6,7,1,1,5,1,5,1,2,2,2,2,7,7,7,9,6,3,4,1,2,2,3,9,8,1,1,6,66,7,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,"EC",2001,"SPA","000",1,2,"EC",2,"EC",5,7,3,1,,2,2,2,4,2,5,2,2,4,2,2,2,3,3,5,1,1,2,2,2,2,0.00011610013,301,4255
"ESS11e02",11,"2.0","20.11.2024",50204,"ES",1.2597336,1.0647532,2.2531533,2.3990521,4,2,1,1,1,4,3,5,6,7,7,5,1,,,,,,,,,,,,,,,,,,,,,,,,88,,,,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,6,4,8,7,5,4,7,4,2,1,2,2,10,2,3,2,2,2,10,10,10,10,5,6,2,2,2,2,3,6,8,1,1,6,66,7,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"BAQ","000",1,1,"6666",1,"6666",3,5,2,1,,2,5,2,5,5,3,3,3,2,2,3,2,5,3,5,3,4,2,2,2,77,0.00009165168,327,4483
"ESS11e02",11,"2.0","20.11.2024",50209,"ES",1.0234654,1.002149,2.2531533,2.2579954,3,3,1,1,2,4,5,8,6,4,7,6,2,,,,,,,,,,,,,,,,,,,,,,,,66,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,6,5,8,7,3,5,6,9,1,1,5,4,6,2,4,2,2,2,7,7,10,9,3,2,3,2,3,3,2,7,7,1,1,6,66,3,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,"LT",2006,"RUS","000",1,2,"LT",2,"LT",3,4,4,1,,5,5,5,5,3,1,5,2,2,5,1,2,2,2,5,5,5,1,2,2,2,0.00011280958,305,4324
"ESS11e02",11,"2.0","20.11.2024",50244,"ES",1.0766741,0.89080346,2.2531533,2.0071168,3,2,2,2,3,7,7,8,7,7,6,6,2,,,,,,,,,,,,,,,,,,,,,,,,66,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,6,5,5,5,5,5,7,7,2,2,5,3,6,2,2,2,2,2,6,6,5,7,2,2,2,2,2,2,3,4,4,1,1,6,66,7,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,"CO",2023,"SPA","000",2,2,"CO",2,"CO",3,1,2,1,,2,2,2,4,2,2,2,4,2,4,2,2,4,2,4,4,4,4,2,4,4,0.000107234584,320,4129
"ESS11e02",11,"2.0","20.11.2024",50254,"ES",0.97141606,1.0235062,2.2531533,2.3061163,2,2,2,3,2,5,5,6,5,5,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,2,2,1,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,2,2,7,5,6,6,7,8,1,1,5,1,8,3,3,1,1,1,7,8,8,7,5,2,3,2,2,2,3,8,9,2,66,1,1,0,7,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,"6666",6666,"SPA","000",1,1,"6666",1,"6666",4,7,4,1,,1,2,1,2,1,1,4,1,2,2,1,2,2,2,2,2,3,1,1,4,3,0.000118854005,296,4214
"ESS11e02",11,"2.0","20.11.2024",50274,"ES",0.970378,1.0213176,2.2531533,2.3011851,3,3,1,1,1,8,3,9,0,2,88,7,1,,,,,,,,,,,,,,,,,,,,,,,,77,,,,2,2,2,2,2,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,6,88,5,0,5,4,5,0,2,1,5,2,88,2,4,2,3,3,3,6,2,8,2,1,1,2,4,2,3,10,8,1,1,6,66,3,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"SPA","000",1,1,"6666",1,"6666",3,8,4,1,,2,6,2,4,1,5,4,2,2,3,3,2,6,4,6,3,3,3,1,2,4,0.00011898115,288,4069
"ESS11e02",11,"2.0","20.11.2024",50295,"ES",1.1354986,0.93695736,2.2531533,2.1111085,4,1,1,1,1,0,5,6,2,2,88,88,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,1,3,8,5,7,5,3,5,2,1,5,1,88,2,2,2,2,2,7,6,7,7,6,4,3,2,1,3,3,7,5,2,66,1,1,5,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"SPA","000",2,1,"6666",1,"6666",4,7,3,1,,3,6,1,3,1,3,2,2,1,4,1,1,6,2,6,1,1,1,1,1,4,0.00010167929,295,4209
"ESS11e02",11,"2.0","20.11.2024",50305,"ES",0.9195803,0.6680847,2.2531533,1.5052972,3,3,1,2,1,4,4,6,2,2,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,2,6,8,5,2,7,3,5,2,1,5,1,7,1,5,2,2,2,3,5,4,8,3,1,2,2,2,3,3,10,7,1,1,6,66,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"SPA","000",1,1,"6666",1,"6666",3,7,3,1,,6,6,2,6,2,2,2,2,2,6,2,2,2,2,6,2,6,2,2,6,2,0.00012555369,303,4299
"ESS11e02",11,"2.0","20.11.2024",50314,"ES",0.924328,0.9600717,2.2531533,2.1631887,3,1,1,2,1,0,2,5,0,1,3,6,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,2,2,2,2,2,2,2,8,,,,,,,,,,,,,,,,,,,,,,,,6,7,9,1,0,6,6,5,5,1,5,1,9,5,5,1,1,1,10,10,9,9,6,4,3,1,2,3,3,8,5,1,1,6,66,2,5,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,"6666",6666,"SPA","000",1,1,"6666",1,"6666",4,7,4,1,,2,3,1,1,2,1,6,1,1,1,1,1,2,2,2,4,6,1,1,4,1,0.0001249088,291,4187
"ESS11e02",11,"2.0","20.11.2024",50356,"ES",1.0798284,1.1078888,2.2531533,2.4962432,4,2,1,1,1,1,7,10,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,2,3,9,7,7,8,0,8,1,1,5,1,5,1,4,1,1,1,8,7,8,8,3,0,3,2,2,4,3,10,10,2,66,2,66,0,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"SPA","000",1,1,"6666",1,"6666",3,9,4,1,,3,4,3,2,3,4,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,0.00010692133,280,4050
"ESS11e02",11,"2.0","20.11.2024",50396,"ES",0.78412986,0.8900687,2.2531533,2.0054612,3,3,2,2,2,7,5,7,6,6,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,4,,,,2,2,2,2,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,2,3,8,7,6,5,6,6,3,1,5,1,10,3,5,1,1,1,10,10,8,8,5,3,3,2,3,2,3,8,6,2,66,2,66,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"SPA","000",1,1,"6666",1,"6666",3,10,4,1,,2,5,1,1,3,3,4,1,1,2,1,1,4,5,4,3,4,1,3,4,2,0.0001472418,332,4507
"ESS11e02",11,"2.0","20.11.2024",50411,"ES",0.970378,1.0213176,2.2531533,2.3011851,2,1,1,1,1,5,6,6,5,5,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,5,2,6,4,9,3,2,5,2,5,2,4,1,3,2,6,88,3,2,6,1,3,2,3,3,2,8,5,1,1,6,66,6,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"SPA","000",1,1,"6666",1,"6666",4,7,4,1,,2,2,1,2,1,2,3,2,3,3,1,1,2,5,4,2,2,2,2,5,3,0.00011898115,288,4077
"ESS11e02",11,"2.0","20.11.2024",50420,"ES",1.0005656,1.0893909,2.2531533,2.4545646,3,2,3,2,3,5,7,7,5,5,5,6,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,2,2,9,6,6,6,3,3,3,1,5,1,10,2,3,1,1,1,4,3,3,10,7,4,3,2,3,1,3,5,5,1,1,6,66,1,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"SPA","GLG",1,1,"6666",1,"6666",3,10,4,1,,5,5,2,3,2,5,6,2,2,5,3,2,5,5,5,5,5,2,4,3,3,0.00011539143,312,4364
"ESS11e02",11,"2.0","20.11.2024",50449,"ES",0.8954821,0.77891934,2.2531533,1.7550247,1,4,1,2,1,4,4,6,5,5,5,4,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,2,2,2,2,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,2,10,8,4,3,3,4,5,2,2,5,1,8,2,5,2,3,3,7,6,4,7,7,1,2,2,4,3,3,8,1,1,1,6,66,6,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,"CL",1970,"SPA","000",1,1,"6666",2,"CL",4,6,4,1,,1,6,1,5,2,5,3,2,2,2,1,2,5,1,6,2,3,1,2,4,5,0.00012893244,290,4179
"ESS11e02",11,"2.0","20.11.2024",50491,"ES",0.970378,0.9997427,2.2531533,2.2525735,1,2,1,3,2,6,8,8,5,4,7,7,2,,,,,,,,,,,,,,,,,,,,,,,,66,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,6,5,7,5,6,6,8,6,4,2,4,2,7,2,2,1,1,1,8,9,6,8,6,3,4,2,1,2,3,7,5,2,66,2,66,8,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,"CO",2022,"SPA","000",2,2,"CO",2,"CO",4,10,4,1,,2,2,1,2,1,2,2,3,2,4,1,2,1,2,1,2,3,2,1,1,3,0.00011898115,288,4063
"ESS11e02",11,"2.0","20.11.2024",50495,"ES",0.7968667,0.67352843,2.2531533,1.5175627,2,2,1,1,2,3,9,10,0,0,5,6,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,3,8,9,0,0,8,1,7,2,2,5,2,9,2,3,2,2,2,8,5,7,8,2,2,2,2,1,2,3,10,8,1,1,6,66,5,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"SPA","000",1,1,"6666",1,"6666",3,8,4,1,,5,5,2,5,2,5,3,2,2,2,3,2,5,2,5,2,5,2,2,2,3,0.00014488834,330,4134
"ESS11e02",11,"2.0","20.11.2024",50522,"ES",0.9195803,1.4739774,2.2531533,3.3210971,2,2,3,2,4,4,3,6,2,2,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,2,2,2,2,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,2,6,8,4,5,6,2,6,2,2,3,4,3,3,4,3,3,3,3,2,2,9,7,4,4,2,2,1,3,7,7,2,66,2,66,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"SPA","000",1,1,"6666",1,"6666",5,10,5,1,,2,3,4,2,4,1,4,4,3,2,1,2,1,3,1,2,2,1,1,5,2,0.00012555369,303,4288
"ESS11e02",11,"2.0","20.11.2024",50532,"ES",1.1055517,0.566821,2.2531533,1.2771345,2,2,1,1,2,4,4,7,3,2,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,3,5,4,4,4,7,4,2,2,1,5,1,6,5,5,1,1,1,8,8,8,88,6,1,2,2,4,4,3,10,8,2,66,1,1,3,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"SPA","000",1,1,"6666",1,"6666",4,5,3,1,,2,77,1,5,1,6,5,1,1,6,5,1,6,4,6,2,5,1,1,6,6,0.00010443355,292,4193
"ESS11e02",11,"2.0","20.11.2024",50574,"ES",0.8669123,0.7934299,2.2531533,1.7877191,4,2,1,1,1,2,5,5,0,0,88,2,1,,,,,,,,,,,,,,,,,,,,,,,,88,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,6,3,7,3,4,3,5,3,2,2,5,2,7,2,3,2,2,2,5,2,2,6,6,1,3,2,2,3,2,6,4,1,1,6,66,5,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"SPA","GLG",1,1,"6666",1,"6666",3,4,3,1,,2,5,2,5,2,3,2,1,2,4,1,1,4,2,5,2,5,1,2,3,3,0.00013318151,313,4372
"ESS11e02",11,"2.0","20.11.2024",50579,"ES",0.8972351,0.73574644,2.2531533,1.6577495,3,3,1,3,1,6,7,8,1,2,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,2,2,1,1,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,2,7,8,6,3,3,7,8,3,2,4,3,3,2,2,2,2,2,6,8,5,8,6,3,2,2,1,1,3,9,6,2,66,1,1,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"SPA","000",1,1,"6666",1,"6666",4,7,4,1,,2,4,2,3,2,2,3,2,2,1,1,2,3,2,2,2,2,1,2,4,2,0.00012868053,308,4349
"ESS11e02",11,"2.0","20.11.2024",50595,"ES",1.0234654,1.1665488,2.2531533,2.6284134,3,2,1,2,1,4,0,4,1,0,6,5,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,2,2,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,2,6,5,1,1,2,7,4,3,2,5,1,6,1,3,2,2,2,2,3,6,9,7,4,3,1,2,2,3,9,7,1,1,6,66,5,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"SPA","000",2,1,"6666",1,"6666",4,4,4,1,,2,6,2,5,1,3,1,1,1,3,4,1,6,1,5,1,3,1,1,2,5,0.00011280958,305,4311
"ESS11e02",11,"2.0","20.11.2024",50600,"ES",1.0798284,0.95175576,2.2531533,2.1444516,3,1,2,4,2,5,7,8,6,6,8,8,3,,,,,,,,,,,,,,,,,,,,,,,,66,,,,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,2,4,10,5,7,8,8,10,2,2,5,4,9,2,3,1,1,2,10,10,10,10,3,1,2,1,1,1,3,10,10,1,2,6,66,10,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,"PY",2022,"SPA","000",1,2,"PY",2,"PY",3,8,4,1,,2,5,1,1,1,2,2,2,2,3,2,2,4,1,3,1,1,1,1,1,2,0.00010692133,280,4044
"ESS11e02",11,"2.0","20.11.2024",50622,"ES",1.2194325,1.0991288,2.2531533,2.4765058,1,1,3,2,3,8,10,10,3,3,88,88,1,,,,,,,,,,,,,,,,,,,,,,,,3,,,,1,2,2,2,1,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,2,7,8,4,3,10,3,10,4,1,5,1,6,2,2,3,3,4,7,8,7,8,5,2,3,1,1,3,3,8,9,1,1,6,66,5,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"SPA","000",1,1,"6666",1,"6666",2,5,1,1,,2,6,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,1,1,5,5,0.00009468068,317,4397
