pplfair,pplhlp,ppltrst,euftf,gincdif,polintr,stfeco,stfedu,stfgov,stfhlth,stflife,trstplc,trstplt,trstun,imbgeco,atcherp,happy,rlgdgr,sclmeet,ccnthum,impenva,impfreea,impricha,impsafea,imptrada,ipcrtiva,ipeqopta,iplylfra,ipmodsta,ipudrsta,P_fc,ideo_fc
4,4,5,5,2,3,2,5,3,5,6,5,0,0,2,0,5,6,2,5,2,3,4,2,2,3,3,2,3,2,10,1
5,5,5,10,5,2,0,0,0,0,2,0,1,5,5,10,9,8,2,4,1,2,2,1,1,3,2,2,5,1,26,3
10,10,0,0,5,3,0,0,0,10,10,10,0,0,0,10,10,10,7,3,2,2,5,2,2,2,2,2,2,2,6,3
1,2,1,1,1,3,1,3,1,3,5,2,2,3,1,10,5,6,2,5,1,2,5,3,1,3,3,2,2,3,24,1
5,5,0,5,2,3,0,2,0,2,10,5,2,0,0,10,10,5,3,4,2,2,5,2,5,2,5,2,2,2,5,2
3,5,5,4,1,2,5,4,5,4,5,10,5,5,2,1,9,0,3,5,2,1,6,4,2,1,2,1,4,1,5,1
10,1,5,5,1,3,1,0,1,0,1,0,0,0,3,5,9,1,4,4,1,2,1,1,1,1,2,1,3,2,27,0
4,3,3,5,2,2,3,0,2,3,4,4,2,1,4,2,3,5,6,2,2,2,5,2,3,2,2,2,2,3,1,2
5,3,3,6,2,3,2,3,0,1,5,3,0,4,6,0,8,5,6,5,1,1,3,1,1,1,1,1,4,1,27,2
2,3,2,5,2,1,5,0,3,0,0,2,2,0,5,0,7,6,4,3,2,2,5,2,2,2,2,2,2,2,37,2
5,5,5,5,3,4,10,10,10,10,10,10,0,10,0,0,10,10,5,3,2,2,5,2,2,2,2,2,2,2,20,3
6,6,6,6,1,3,0,0,0,3,6,10,0,5,5,10,8,5,4,55,1,2,5,1,3,2,1,1,1,1,6,1
2,0,5,5,5,2,0,5,3,5,5,5,3,2,5,0,5,5,6,5,1,1,3,1,1,2,1,1,1,1,1,2
4,2,1,3,2,3,1,2,2,0,5,5,0,0,4,0,7,8,3,3,1,1,4,2,2,4,2,2,1,5,14,2
4,4,6,5,2,2,4,5,3,5,5,6,2,5,6,8,8,2,5,4,2,2,3,2,5,2,2,1,5,2,6,1
4,0,0,10,2,4,0,10,0,0,10,0,0,10,10,7,8,0,6,3,3,1,4,1,5,4,2,1,3,3,27,2
3,4,1,3,2,2,0,4,1,3,6,3,0,1,4,2,7,0,5,55,2,2,4,1,2,4,2,2,3,2,4,1
6,9,5,5,1,3,0,4,0,0,6,1,2,5,1,0,4,4,2,5,1,1,1,1,1,2,2,3,5,4,26,2
5,0,1,5,3,3,5,3,0,5,10,6,0,2,6,0,10,2,5,5,3,2,6,2,1,4,2,1,2,3,6,0
2,3,2,2,1,4,0,1,0,6,10,6,0,0,2,5,10,1,4,2,3,1,6,1,3,3,2,3,4,2,14,3
2,1,2,3,1,1,1,3,0,2,1,2,2,4,5,10,4,8,2,55,2,2,4,2,2,2,2,2,4,2,26,0
5,4,3,5,2,4,4,6,5,4,3,6,6,6,4,0,3,3,3,5,2,2,5,2,2,2,1,2,2,2,14,2
5,0,10,10,3,4,5,5,10,10,10,2,5,5,10,0,10,10,4,3,2,2,6,2,2,6,1,2,5,5,2,1
3,6,6,3,2,2,3,5,6,4,10,2,4,5,4,10,8,7,3,5,3,2,5,3,5,3,4,2,3,2,29,0
0,0,0,5,2,4,4,5,4,5,4,4,2,5,2,0,2,0,5,5,3,2,3,3,3,2,3,3,3,3,4,1
0,5,0,0,2,1,4,5,3,4,10,5,3,5,10,10,10,7,3,5,2,2,3,2,1,2,2,2,3,2,18,3
1,1,1,10,2,2,1,3,3,4,2,1,0,0,1,10,8,1,4,5,1,1,4,1,1,1,1,1,2,1,10,0
2,3,5,5,2,2,0,1,0,2,4,2,1,0,1,1,2,4,5,5,2,2,2,2,2,1,2,1,3,3,13,0
2,5,4,5,2,3,4,5,5,4,5,2,0,1,2,4,5,1,6,1,5,3,5,4,5,1,3,1,3,2,1,2
6,4,3,2,1,3,2,6,6,4,4,2,2,5,6,6,6,6,3,5,1,2,5,2,1,5,5,2,1,1,14,2
0,1,4,5,2,3,0,4,0,2,2,5,0,0,4,0,5,5,5,55,2,2,3,2,4,2,2,2,2,2,10,0
5,3,5,5,1,3,10,5,10,5,10,5,5,3,5,10,6,3,5,55,2,2,5,2,2,2,1,2,2,2,6,2
3,0,4,5,1,2,0,3,3,0,0,0,0,3,2,0,3,6,2,55,1,2,1,1,1,4,1,1,3,1,26,2
8,4,5,3,3,2,4,0,3,3,10,5,3,2,1,1,10,5,4,5,2,2,5,5,3,2,2,2,2,2,5,2
7,3,1,2,1,3,1,3,3,4,3,5,1,2,5,5,5,0,7,3,3,2,6,2,4,3,2,2,2,2,8,0
5,0,0,5,1,2,0,5,0,5,6,5,0,0,0,5,6,5,6,55,1,1,3,1,1,1,6,1,1,3,8,2
4,2,3,0,4,3,5,2,3,0,6,5,5,6,4,1,6,4,6,5,2,3,3,3,2,2,3,2,4,3,6,0
6,4,5,6,1,4,4,3,4,5,6,4,2,6,5,6,6,0,3,4,2,5,3,1,1,3,1,2,2,2,21,1
4,4,2,6,3,2,2,3,0,1,4,5,2,5,4,0,6,5,4,5,3,2,3,2,2,1,2,4,2,2,24,2
4,3,4,0,1,1,0,0,0,0,3,4,1,3,0,10,1,2,5,4,2,2,5,3,4,1,3,2,2,2,6,1
5,5,4,5,3,2,4,3,3,4,3,3,3,3,3,0,5,6,4,4,3,2,5,3,2,1,4,2,4,3,26,2
5,4,4,6,2,3,0,1,0,5,10,10,0,4,0,10,8,5,4,4,1,5,5,1,2,2,3,2,1,4,6,2
5,4,3,10,1,1,0,3,1,4,3,0,0,0,3,2,5,4,5,1,1,1,3,1,1,1,6,1,1,1,29,2
8,5,2,2,2,3,2,3,3,3,6,0,1,0,4,0,7,2,5,5,2,1,4,2,2,2,1,2,2,2,29,2
5,5,5,5,3,2,3,5,5,4,3,6,5,5,6,8,5,5,5,2,4,2,4,4,4,5,2,4,4,4,26,2
0,0,0,0,5,2,3,2,0,5,3,0,2,5,10,3,2,3,4,4,2,2,5,2,2,2,1,2,2,2,6,1
0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,5,10,5,5,1,1,4,1,1,3,1,1,3,4,14,3
5,4,4,4,5,3,6,5,3,5,6,5,6,6,3,5,5,2,5,3,1,3,3,4,2,3,3,2,4,2,14,2
8,2,4,5,4,4,2,4,0,6,5,2,1,4,6,10,8,0,6,5,3,2,2,2,3,1,5,3,5,4,4,2
1,2,0,5,1,4,0,5,0,1,0,0,0,3,2,0,4,8,2,5,1,4,6,2,1,5,1,1,1,1,27,2
4,3,3,4,4,4,2,2,2,2,3,2,2,2,2,9,3,6,2,5,2,2,3,1,2,2,3,2,3,3,5,1
8,2,3,6,1,2,3,5,3,4,4,5,2,6,10,4,8,0,4,5,1,1,6,1,1,4,1,1,1,2,6,1
5,5,5,5,1,2,0,2,0,1,0,5,3,5,2,0,1,9,2,4,2,3,5,1,2,6,2,2,2,2,24,2
4,4,3,4,2,1,2,3,3,5,4,5,2,3,3,4,4,5,5,4,2,2,6,2,3,3,3,3,3,3,6,1
4,2,2,3,1,4,1,5,1,5,5,2,0,1,6,0,6,0,4,3,2,3,2,2,2,2,2,2,3,3,4,2
5,2,2,5,2,3,4,6,3,6,6,5,4,6,4,8,8,5,4,55,3,2,4,2,2,3,2,2,2,2,2,2
6,4,2,3,2,4,3,3,3,3,3,1,3,2,4,10,8,2,6,5,3,1,3,2,3,3,3,2,1,2,29,1
4,0,3,0,1,3,0,10,0,10,10,1,0,3,3,5,7,8,6,3,2,2,5,1,1,4,2,1,1,1,8,2
2,2,2,4,2,2,3,5,1,3,3,1,2,3,3,0,3,2,5,3,4,4,4,2,4,5,3,3,2,4,26,1
5,6,4,3,1,3,4,3,3,1,6,4,0,1,2,3,6,2,6,4,3,2,5,6,4,3,1,2,5,3,13,0
6,6,6,2,4,3,6,5,3,6,6,6,4,2,5,0,4,2,4,5,3,2,4,3,3,3,2,2,3,3,1,2
0,0,0,6,5,4,3,2,0,4,5,10,0,3,5,6,6,6,6,3,4,1,6,3,3,3,1,2,1,1,6,2
7,5,5,3,4,1,5,5,2,2,5,5,2,3,4,7,7,3,4,2,2,2,5,2,2,2,2,2,2,2,18,2
5,3,1,4,1,1,2,3,5,4,4,5,6,6,1,10,3,7,7,4,3,2,1,2,2,1,1,2,2,3,1,0
5,6,6,5,1,1,4,2,4,3,5,5,4,5,4,0,6,3,6,5,1,1,6,4,5,1,3,2,2,2,5,1
4,5,4,5,1,3,3,4,4,4,3,3,3,4,4,9,5,5,2,5,6,3,5,3,8,3,6,3,3,2,29,2
4,3,4,5,3,2,4,3,5,4,5,3,3,5,4,10,4,4,2,5,4,3,3,4,2,2,3,3,5,4,26,3
5,4,4,4,2,4,2,4,4,3,4,6,1,6,3,6,7,4,6,3,3,4,3,3,4,3,4,4,3,4,14,0
0,0,5,4,1,3,4,5,3,4,6,6,2,2,4,2,7,8,4,5,1,3,5,1,1,3,2,2,2,2,37,1
6,5,4,6,2,4,6,6,5,6,6,3,3,6,4,9,8,0,3,5,4,3,5,3,3,5,3,3,3,4,4,2
4,5,6,5,2,3,4,5,5,5,6,2,3,2,6,5,6,7,7,4,3,4,3,3,3,4,3,2,4,3,29,2
4,5,5,5,3,2,3,0,1,6,5,3,1,3,5,2,4,0,6,3,3,2,3,2,2,3,1,2,4,2,5,0
5,3,0,5,3,3,5,5,5,5,5,3,2,2,5,5,5,0,4,3,4,4,3,4,4,3,3,4,4,3,24,2
4,4,3,4,1,2,4,5,4,4,4,1,1,1,5,5,6,9,3,5,2,4,4,4,3,2,1,4,5,2,24,2
5,4,5,6,2,3,4,2,3,4,6,4,4,5,4,10,7,5,5,55,2,2,4,2,2,2,2,2,2,2,6,2
7,6,1,6,1,2,3,5,2,2,1,3,4,5,5,1,5,7,6,3,4,2,5,4,2,5,4,2,1,3,26,2
5,5,4,4,2,3,4,4,3,5,4,6,4,2,4,4,6,3,4,3,1,1,4,2,1,3,2,2,4,3,14,2
5,5,3,5,2,3,5,5,5,5,5,4,4,4,5,0,4,5,4,5,3,4,4,3,3,3,3,3,3,3,29,2
7,2,5,5,1,2,0,2,0,2,5,2,0,3,10,4,6,0,2,3,2,3,5,3,2,2,2,1,3,2,6,0
5,5,5,4,2,1,4,5,4,3,6,4,5,6,4,10,7,10,4,5,1,2,2,2,1,2,3,3,4,4,26,1
6,8,5,10,1,3,0,0,0,5,5,0,0,0,4,0,10,10,7,55,2,2,5,2,2,5,2,2,1,3,19,2
8,5,4,3,2,2,6,3,5,5,6,5,3,6,5,10,7,5,2,55,2,2,2,2,1,1,2,2,2,1,8,2
6,7,6,5,1,3,5,5,6,6,6,5,5,4,6,10,5,5,5,55,6,4,5,5,6,5,4,6,3,3,29,2
6,5,4,5,2,2,4,4,3,4,5,3,2,4,4,5,5,2,6,4,2,5,5,3,4,3,2,2,3,3,8,1
5,3,6,5,1,2,3,5,2,5,5,5,1,5,5,0,6,1,3,5,1,1,4,1,4,3,1,1,1,3,8,1
0,6,0,5,3,3,5,5,4,5,6,6,0,6,3,8,0,6,1,5,2,2,5,2,2,2,1,2,2,2,14,1
0,0,1,0,5,3,0,2,1,2,1,3,0,2,3,10,3,5,5,5,1,1,3,1,1,1,1,3,4,1,14,3
7,3,1,1,2,3,1,6,1,5,4,5,0,5,5,1,8,4,7,5,3,2,3,3,3,2,3,3,3,4,19,1
5,5,5,3,3,3,3,2,2,4,4,5,3,2,2,2,3,0,2,3,3,1,3,1,4,2,2,5,4,3,33,2
1,1,6,1,1,4,5,2,1,5,10,5,5,5,5,5,8,8,2,2,2,2,4,2,2,4,5,2,2,2,14,2
5,4,4,5,2,4,4,5,5,3,5,3,3,3,4,0,6,4,3,55,3,2,4,2,4,2,3,2,2,2,11,2
0,0,0,6,2,4,10,0,0,0,10,10,0,10,0,7,10,5,6,3,2,2,5,2,2,2,1,2,2,2,6,3
4,3,3,5,2,2,3,3,4,3,2,3,3,4,4,10,2,4,1,5,4,3,3,2,3,4,3,2,3,3,29,2
5,1,5,5,1,2,5,5,5,4,5,3,0,10,5,10,6,5,7,55,2,2,2,2,2,2,2,2,2,2,11,2
5,5,5,5,2,3,10,10,10,10,10,10,4,10,3,1,5,5,6,5,2,2,5,2,2,2,2,2,2,2,20,0
3,2,4,5,2,2,1,1,2,0,6,6,3,4,5,10,5,5,6,5,1,1,6,2,1,1,1,1,2,1,6,2
3,10,5,4,3,4,5,0,5,5,10,0,0,0,5,10,10,0,5,5,2,2,5,2,2,2,2,2,2,2,5,2
8,3,5,0,1,1,0,2,0,4,3,2,1,2,4,6,8,5,5,3,2,2,5,3,3,3,2,3,3,3,8,2
3,5,4,5,3,2,6,2,3,2,6,6,2,4,2,0,7,2,6,4,4,2,5,3,5,2,2,2,5,2,16,2
4,1,4,5,1,2,5,4,5,4,3,5,4,10,4,10,5,6,6,4,1,1,5,2,1,1,1,1,6,2,26,1
5,4,4,4,4,2,5,5,5,5,4,6,3,2,5,0,6,5,4,3,2,1,2,1,2,2,4,3,4,3,5,2
4,4,1,5,3,3,4,5,3,5,6,3,3,3,4,1,5,2,3,55,2,3,4,1,5,3,1,1,1,2,5,1
2,6,4,5,2,3,3,5,6,2,5,0,0,2,2,0,6,6,1,4,3,5,2,4,6,5,1,6,1,2,6,3
6,5,6,5,2,2,6,5,6,4,6,4,3,5,5,6,6,5,7,5,3,4,6,1,3,4,1,1,1,1,19,1
7,2,2,1,3,1,1,1,3,2,2,4,2,5,6,0,7,3,4,5,1,1,2,1,1,2,3,2,1,2,29,0
4,3,6,4,2,3,4,6,5,5,5,3,3,3,2,1,6,0,6,3,1,1,5,3,3,2,2,2,5,2,4,2
5,1,0,5,1,3,3,5,1,5,4,5,1,1,0,0,3,0,2,5,5,4,5,2,6,5,5,3,2,5,5,2
6,7,5,5,2,2,0,0,1,0,6,4,0,3,5,3,8,4,6,4,2,2,5,2,2,2,2,2,2,2,31,2
5,3,3,10,2,1,3,4,3,5,5,2,4,4,5,5,7,4,4,5,2,1,6,4,4,1,1,3,6,1,16,0
1,2,1,5,2,3,3,3,2,2,4,0,0,5,6,10,2,4,6,3,1,1,6,1,1,6,1,1,3,1,26,1
9,3,5,5,1,4,0,1,2,5,6,2,0,3,2,10,7,0,6,55,2,2,2,3,5,1,2,2,4,1,29,0
2,2,2,4,1,4,0,0,0,0,0,5,0,4,4,4,3,0,6,4,2,3,2,2,2,4,3,3,4,2,14,2
7,2,5,5,3,3,5,5,5,5,5,4,5,4,4,10,4,6,3,4,4,1,3,6,5,4,3,5,4,4,33,2
2,5,5,2,2,3,0,0,0,0,0,5,0,3,0,9,5,5,3,5,1,2,5,2,1,2,1,2,2,2,6,0
5,5,5,10,1,3,5,10,5,10,10,10,10,10,10,8,10,5,6,3,3,1,6,2,2,4,2,2,3,3,30,2
2,4,2,5,2,2,3,5,2,5,5,5,5,5,3,0,7,5,6,55,2,2,3,2,2,3,2,2,2,2,21,1
5,5,2,0,4,1,3,0,0,4,6,5,0,0,5,5,5,0,5,2,2,2,5,2,2,2,2,2,2,2,5,2
5,0,4,10,3,1,6,4,4,0,6,3,4,5,0,0,7,10,2,5,2,3,5,3,3,3,3,3,4,3,24,2
2,2,4,5,1,3,1,1,1,1,3,0,0,0,1,10,2,4,3,55,2,1,6,2,1,1,1,1,1,2,6,1
3,3,3,5,1,4,2,5,5,5,5,2,4,4,5,1,5,0,2,5,3,3,5,3,3,3,2,2,4,3,6,1
4,2,5,3,2,3,2,3,0,5,2,2,0,3,4,10,2,0,4,55,1,1,5,2,4,3,3,1,3,3,5,2
3,1,3,3,2,4,2,2,1,5,2,5,0,1,5,10,5,10,7,55,1,1,5,1,1,2,1,1,2,2,10,1
5,3,5,4,2,3,4,5,4,4,5,5,4,5,2,0,5,2,3,5,1,1,5,1,2,4,1,1,2,1,4,1
5,3,2,5,3,3,3,5,1,2,5,4,2,4,6,3,7,7,4,3,2,2,5,2,2,4,3,2,3,3,5,2
4,4,4,4,3,2,5,4,5,4,5,5,5,5,3,10,4,1,2,5,3,1,2,3,4,2,1,3,2,4,26,1
2,2,2,1,2,2,5,3,4,2,4,2,2,2,1,10,5,9,7,3,2,2,4,2,2,3,2,1,2,2,27,2
2,3,3,2,1,4,1,2,0,0,5,2,0,0,0,1,10,5,7,4,1,1,6,1,1,3,1,1,1,1,6,2
6,6,6,6,1,3,0,0,0,3,6,10,0,5,5,10,8,5,4,2,1,2,5,1,3,2,1,1,1,1,6,1
5,5,5,5,3,1,4,3,4,5,6,4,4,5,6,4,7,0,6,4,1,1,4,2,3,2,3,2,4,2,6,1
2,2,1,2,2,4,3,5,4,6,5,3,2,2,0,1,7,3,6,3,2,2,6,2,3,4,2,3,2,3,2,1
10,0,0,0,2,3,5,5,5,5,5,0,5,0,0,0,5,0,4,3,4,2,2,2,4,2,2,3,4,3,29,2
3,3,3,4,4,4,2,2,2,2,2,4,2,2,3,4,2,2,3,5,4,3,5,4,4,4,5,3,3,3,14,0
6,6,6,5,1,2,0,5,1,2,5,2,1,5,2,0,5,10,7,5,1,1,1,1,1,1,1,1,1,1,11,2
5,5,5,5,5,3,2,3,5,2,5,4,5,6,1,0,8,5,5,55,8,1,4,1,4,8,2,2,6,2,26,2
3,5,2,5,3,3,4,5,3,3,3,4,2,3,6,10,4,7,3,3,1,3,5,1,1,3,2,2,2,3,4,1
1,1,2,2,1,1,3,3,6,1,5,5,0,2,4,1,9,0,3,4,1,3,5,1,1,3,1,1,2,1,24,0
4,1,2,5,3,3,3,3,4,2,4,2,1,2,5,5,4,4,4,2,2,2,5,2,2,2,2,2,2,2,6,2
5,3,5,3,2,3,3,4,4,2,6,5,4,2,3,4,5,4,4,2,2,3,6,3,2,4,3,3,4,2,14,2
1,1,2,5,2,3,6,3,2,3,2,3,2,3,3,0,3,6,3,5,1,4,6,4,1,2,4,4,3,4,5,2
9,3,1,5,2,4,2,3,10,4,6,0,0,0,4,2,5,2,7,55,3,3,3,3,3,3,3,3,4,4,30,2
5,6,6,5,3,3,5,5,6,6,5,6,5,5,4,6,5,6,4,3,5,4,3,4,4,3,4,4,4,4,11,1
4,6,6,4,2,2,3,4,3,3,6,6,5,6,4,10,6,7,6,4,2,3,4,4,3,1,2,3,2,3,6,1
5,0,0,0,1,3,5,3,3,0,10,3,0,0,0,10,10,0,7,5,1,1,1,1,6,1,1,1,5,1,6,0
6,7,5,5,3,3,2,5,0,5,5,4,1,0,0,10,6,4,5,4,3,4,3,2,3,4,2,3,4,3,4,1
3,3,1,3,3,4,0,2,1,1,0,2,1,1,1,0,5,3,2,3,2,2,3,2,2,2,2,2,2,3,37,0
3,6,1,1,3,1,5,3,6,5,10,6,4,4,4,5,9,0,6,3,1,1,5,1,4,1,2,2,4,3,20,1
5,1,1,2,1,3,1,1,1,1,3,1,1,5,3,10,10,5,7,1,4,1,5,3,2,5,4,4,5,2,26,3
4,5,3,5,1,3,1,1,1,1,1,6,2,3,3,10,3,5,4,5,2,2,5,2,2,2,2,2,2,2,14,0
4,7,0,5,1,3,2,3,3,6,0,5,3,4,10,5,10,0,7,2,2,2,5,2,2,2,2,2,2,2,5,1
5,5,5,10,1,2,2,0,0,0,2,2,0,0,6,0,7,1,2,55,3,4,5,5,3,4,6,3,6,5,19,2
4,9,5,6,2,3,0,1,0,1,2,2,0,1,5,0,4,5,2,5,3,3,3,2,2,2,3,3,2,3,10,2
6,7,6,4,1,4,5,5,6,5,10,6,6,6,4,8,7,0,4,3,2,5,2,2,4,3,3,4,3,3,14,2
4,3,4,6,2,2,3,5,2,5,3,0,0,0,6,10,4,4,4,55,3,3,3,2,5,2,3,2,4,5,26,2
5,5,5,1,1,4,4,6,4,6,6,6,4,6,5,6,6,7,7,5,2,2,4,1,1,3,2,1,4,3,14,1
3,3,4,2,2,1,3,3,3,3,2,3,3,5,3,1,2,2,2,3,2,3,3,3,2,1,3,3,3,2,5,1
6,5,5,2,1,4,4,4,3,6,6,5,2,4,4,5,5,4,1,3,2,2,2,2,2,5,2,2,2,2,8,2
6,7,5,5,2,3,4,5,4,6,6,5,5,1,5,6,10,7,6,5,1,2,4,1,1,2,3,3,4,3,29,2
5,6,6,2,2,4,1,4,1,5,4,1,1,1,2,0,4,0,6,5,4,4,4,5,4,2,1,2,2,4,4,2
8,8,5,5,1,2,3,0,2,4,5,4,0,2,4,10,8,8,4,4,2,6,5,1,1,4,1,2,1,2,29,2
3,6,5,6,3,3,6,3,6,6,6,4,0,3,3,6,6,5,4,4,2,2,4,3,3,3,3,4,4,3,14,2
3,5,6,5,2,3,3,6,6,6,5,3,1,6,2,6,6,4,2,3,2,2,2,2,2,2,2,2,2,2,14,1
3,5,3,2,2,4,0,0,5,0,0,10,0,0,0,0,5,8,7,4,1,4,6,1,2,2,1,1,1,2,6,2
4,4,2,6,1,1,2,5,0,0,6,1,1,0,5,0,5,4,4,3,2,2,3,2,2,2,2,2,2,3,13,3
5,4,5,5,1,4,0,5,5,6,5,5,0,0,5,10,10,5,7,3,4,1,4,1,3,2,1,1,5,3,6,2
5,2,4,4,4,4,3,5,1,2,5,2,0,2,5,8,6,0,1,5,2,2,2,2,2,2,2,2,2,2,31,1
10,10,5,5,4,3,2,5,2,5,6,3,5,3,5,8,5,0,1,5,1,1,5,2,3,4,2,1,2,2,5,2
5,3,5,4,1,4,0,3,5,1,2,1,1,1,0,10,7,4,3,5,4,4,5,4,3,4,3,4,2,3,6,2
0,0,0,0,4,4,0,0,0,5,10,0,0,0,5,0,8,8,7,5,2,2,5,2,2,2,2,2,2,2,6,0
6,1,1,5,4,3,2,3,1,3,3,2,0,3,2,1,3,9,3,5,3,3,3,2,1,2,3,2,3,1,27,2
10,10,10,0,1,1,2,4,3,5,10,0,0,0,10,0,10,10,7,55,2,2,2,4,3,1,2,3,5,1,1,2
4,4,4,5,2,3,4,5,5,5,5,3,4,4,6,4,5,3,3,4,1,1,2,2,2,2,1,2,2,3,29,2
5,5,5,5,2,4,4,4,4,6,6,5,5,4,4,5,6,5,5,3,2,4,5,2,1,4,4,2,3,2,14,1
6,7,6,10,1,2,0,6,4,5,5,6,5,5,10,6,6,7,7,55,1,1,4,1,1,2,1,1,1,2,14,0
3,3,3,4,1,1,2,2,2,2,1,0,0,0,5,0,5,5,7,4,1,3,2,2,2,1,2,3,1,1,26,0
3,3,0,10,2,3,4,5,0,5,4,3,0,3,5,9,5,3,4,5,2,4,5,4,4,4,3,2,2,4,18,2
7,6,6,4,2,3,2,4,0,2,5,3,0,6,3,0,5,4,5,4,2,2,2,2,3,2,2,2,2,3,4,0
0,1,0,6,2,2,0,0,1,0,0,0,0,0,3,0,0,5,4,5,4,4,3,5,4,4,4,3,4,4,10,2
5,10,3,5,4,3,5,2,3,6,3,1,0,6,4,0,2,4,3,3,2,8,2,1,3,3,4,2,1,8,21,1
4,4,3,4,1,2,2,3,3,2,2,6,4,3,1,1,5,5,4,4,1,2,4,2,1,5,3,1,5,3,29,2
4,4,4,4,3,4,3,4,4,3,3,2,2,2,3,3,5,7,5,1,3,3,2,3,4,2,2,3,3,3,14,1
7,1,4,5,1,3,0,2,0,2,4,2,0,0,5,10,7,5,7,5,3,2,3,2,5,2,1,2,2,2,6,1
5,2,3,4,4,3,0,6,1,5,2,0,0,0,0,1,5,0,4,5,2,2,3,4,3,2,2,2,3,2,4,0
5,3,6,5,1,2,0,3,0,3,5,4,3,5,5,4,8,1,3,5,2,3,3,2,2,2,2,1,3,2,10,1
4,4,5,3,1,3,2,4,2,2,4,2,2,1,5,10,5,9,5,3,2,1,2,2,2,5,3,2,2,5,26,2
6,5,5,4,3,3,4,4,2,6,4,6,2,5,3,4,7,5,6,3,1,2,6,1,2,1,1,1,2,1,8,1
0,0,0,0,1,3,10,1,10,0,10,1,0,0,0,0,0,10,4,4,2,2,5,2,2,2,2,2,2,2,5,2
5,5,5,0,3,4,0,5,0,0,5,0,0,0,0,0,5,5,6,3,1,1,4,1,1,5,1,5,4,8,24,2
5,5,5,5,1,3,5,3,4,4,4,2,3,2,4,10,8,1,7,55,2,2,5,1,4,2,1,2,3,3,19,0
2,2,2,5,2,2,2,6,2,6,10,5,0,0,2,9,10,0,7,55,2,2,3,2,2,2,2,2,4,2,6,0
1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,7,5,3,3,6,1,4,5,1,2,1,3,27,0
3,3,3,5,1,3,3,3,1,2,5,6,0,6,5,10,5,6,2,4,2,2,5,2,2,2,1,2,2,2,14,2
7,5,2,5,2,3,3,3,4,3,4,4,1,1,3,5,6,5,4,2,2,2,4,3,3,6,3,2,2,3,14,2
2,2,1,5,1,2,1,6,2,4,4,1,1,1,2,10,4,10,6,5,8,8,8,8,8,8,8,8,8,8,4,1
5,5,3,5,2,4,6,6,5,5,5,6,4,4,6,10,7,8,6,5,3,2,3,2,3,2,3,3,1,2,14,2
5,5,3,5,1,4,5,5,5,6,10,5,0,3,5,8,10,8,3,3,2,3,5,2,2,2,2,2,2,3,1,2
3,2,1,5,2,4,1,6,2,5,5,4,2,5,4,9,6,2,3,2,1,1,6,3,6,1,1,1,1,1,8,0
7,5,5,3,4,1,5,5,2,2,5,5,2,3,4,7,7,3,4,2,2,2,5,2,2,2,2,2,2,2,18,2
0,0,0,0,1,4,0,0,0,0,2,0,0,0,0,5,5,0,2,3,5,5,3,5,5,4,5,4,4,5,5,0
2,3,4,3,3,2,3,5,2,6,5,1,1,1,5,4,5,0,4,3,3,3,3,3,2,3,3,3,2,3,4,1
9,10,0,5,2,3,0,0,0,0,5,10,1,5,10,10,7,6,7,4,2,2,3,2,2,4,2,2,2,2,14,3
5,1,1,5,1,2,0,5,0,0,0,6,0,5,10,10,1,5,1,5,1,3,3,1,1,3,1,1,6,1,27,1
10,5,10,4,2,2,4,3,5,0,6,5,2,6,6,4,5,5,4,5,4,2,6,2,1,2,5,2,2,2,37,0
4,4,4,4,4,4,0,3,0,3,10,0,0,0,3,4,10,3,7,55,2,2,5,2,2,4,2,2,5,5,30,1
7,7,3,5,3,4,0,3,0,5,2,1,0,3,5,0,6,0,5,3,4,1,1,2,1,3,2,2,2,2,6,1
3,2,2,5,1,4,1,0,1,3,5,4,1,1,5,5,7,6,6,4,1,1,3,2,2,3,2,2,2,3,14,3
2,3,3,5,2,4,1,3,2,4,4,2,2,1,2,0,4,3,3,5,2,2,5,5,2,2,2,2,2,5,30,2
5,5,3,5,1,2,2,3,0,0,3,2,3,4,3,0,5,1,4,5,5,5,6,2,2,3,5,1,6,1,5,1
6,6,2,5,1,3,6,6,4,5,10,6,4,4,5,5,5,5,4,3,2,2,3,2,2,2,2,2,2,3,13,2
2,4,4,5,3,4,2,3,3,4,4,2,2,2,5,10,7,3,1,4,2,2,4,2,2,1,2,2,2,2,6,2
5,5,4,5,3,4,5,5,5,5,5,4,3,4,2,10,2,1,3,55,2,2,5,2,2,2,1,2,2,2,14,2
1,1,1,1,2,3,0,1,1,1,2,0,0,0,5,10,1,6,7,5,5,2,2,3,3,5,5,4,2,2,29,2
10,1,5,10,1,2,10,1,1,1,10,5,5,4,0,10,4,0,6,5,1,1,5,1,1,1,1,1,2,2,5,3
0,0,0,0,1,4,0,0,0,0,10,1,0,4,0,6,10,10,2,4,4,3,5,2,2,4,2,2,3,3,24,2
0,0,0,0,1,3,2,5,2,5,5,4,3,3,0,0,6,0,6,3,2,2,1,2,1,2,2,2,1,2,14,2
5,2,3,5,1,2,0,0,0,0,0,0,0,0,5,0,5,5,7,5,1,1,4,1,1,2,1,1,3,1,29,0
2,0,0,0,1,4,0,0,0,0,5,0,0,0,0,0,5,0,1,4,2,2,5,2,2,2,2,2,2,2,5,2
